ID,Battery Capacity (in mAH),Bluetooth,Clock Speed (in GHz),Dual Sim Support,Front Camera (in MP),4G Support,Internal Memory (in GB),Mobile Depth (in cm),Mobile Weight (in g),Number of cores,Primary Camera (in MP),RAM (in MB),Talk Time (in hrs),3G Support,Touch Screen,Wifi Support,Pixel Dots,Screen Area (in sq.cm),Price Range
1681,1826,Yes,0.5,Yes,5,Yes,49,0.6,172,8,6,1612,17,Yes,Yes,No,1588909,153,Average
1682,807,Yes,0.5,Yes,0,No,37,0.2,127,4,0,2319,4,No,No,No,203105,20,Low
1683,1996,Yes,2.8,Yes,0,Yes,7,0.1,138,5,4,1258,16,Yes,No,No,1014771,238,Low
1684,1083,Yes,2,No,3,No,41,0.7,158,5,5,1543,10,No,No,Yes,1090668,54,Low
1685,1035,No,0.5,Yes,14,Yes,49,0.3,178,2,15,3991,19,Yes,No,No,672154,48,High
1686,1521,Yes,1.6,No,5,Yes,62,0.3,143,1,9,3555,19,Yes,No,No,1105140,10,High
1687,1314,Yes,2.8,Yes,13,Yes,5,1,87,4,18,3411,18,Yes,No,No,41984,272,High
1688,535,No,1.9,No,5,No,24,0.2,190,8,19,524,4,No,No,No,706450,27,Very Low
1689,673,Yes,1.9,No,13,Yes,35,0.4,142,6,14,3541,4,Yes,No,Yes,1720720,306,High
1690,1219,No,1.6,Yes,5,No,4,0.3,169,6,7,1998,4,No,No,No,2409462,18,Average
1691,1606,Yes,0.5,Yes,0,Yes,33,0.9,200,5,0,3437,2,Yes,No,No,120890,11,High
1692,1603,Yes,0.5,Yes,1,Yes,17,0.5,114,2,8,1637,11,Yes,No,Yes,519010,51,Low
1693,1958,No,0.5,No,6,Yes,52,0.4,153,1,14,3064,3,Yes,No,No,2816352,42,High
1694,695,No,0.5,No,18,Yes,12,0.6,196,2,19,2855,7,Yes,Yes,Yes,3016021,208,Average
1695,1441,No,0.6,Yes,0,Yes,53,0.5,106,1,12,1393,4,Yes,Yes,Yes,242316,36,Low
1696,1470,No,2.2,Yes,4,Yes,33,0.4,138,7,10,1633,4,Yes,No,No,3558520,72,Average
1697,1890,No,1.1,No,4,Yes,48,0.5,127,4,5,2392,15,Yes,No,Yes,2634416,40,High
1698,1152,Yes,2.1,Yes,0,Yes,26,0.3,82,2,0,3284,8,Yes,No,Yes,2181592,30,High
1699,1619,Yes,0.9,No,3,No,20,0.9,117,6,9,464,16,Yes,No,Yes,959340,35,Very Low
1700,1002,Yes,1.8,No,1,No,45,0.7,180,7,7,1234,18,Yes,Yes,No,954636,247,Very Low
1701,742,Yes,0.5,No,0,Yes,36,0.7,139,3,1,292,6,Yes,Yes,Yes,1495368,0,Very Low
1702,1306,Yes,2.1,Yes,2,Yes,33,0.4,174,3,9,2521,16,Yes,No,No,1090686,30,Average
1703,1424,Yes,2.9,Yes,0,No,20,0.6,180,5,0,2658,19,Yes,No,No,217019,0,Average
1704,942,No,1.4,Yes,8,No,27,0.5,91,4,9,587,13,No,Yes,Yes,1155128,18,Very Low
1705,1934,Yes,2.7,No,8,Yes,2,0.1,118,4,16,2190,9,Yes,No,Yes,272734,18,Average
1706,1290,Yes,1.4,Yes,19,Yes,35,0.3,110,4,20,879,8,Yes,No,No,300510,32,Very Low
1707,930,No,2.1,Yes,0,No,54,0.9,80,1,13,1743,9,No,Yes,No,2766147,7,Average
1708,1699,Yes,0.5,No,16,No,21,0.1,156,4,20,1181,18,Yes,Yes,No,115395,0,Low
1709,1849,Yes,0.5,No,1,No,29,0.5,181,7,12,3330,15,Yes,No,Yes,1942308,56,High
1710,1922,No,0.5,No,15,Yes,42,0.6,153,8,16,3564,17,Yes,No,No,1364450,12,High
1711,548,No,1,Yes,0,Yes,56,0.4,146,4,14,562,8,Yes,Yes,Yes,1088649,238,Very Low
1712,916,Yes,0.5,No,0,Yes,47,0.2,82,4,1,1659,11,Yes,Yes,No,1597771,110,Low
1713,1783,Yes,0.5,No,8,No,14,0.6,183,8,11,1816,7,No,No,Yes,1425060,84,Average
1714,1083,Yes,1.4,Yes,2,Yes,49,0.8,156,5,9,1338,5,Yes,Yes,Yes,148385,128,Very Low
1715,1698,No,2.8,No,10,Yes,7,0.8,131,8,12,2992,17,Yes,Yes,No,13208,45,Average
1716,1969,No,0.8,Yes,5,Yes,7,0.2,85,8,20,315,7,Yes,Yes,No,253648,112,Very Low
1717,869,No,1.9,No,0,No,2,0.6,197,7,3,3249,12,No,No,Yes,276627,0,Average
1718,1337,Yes,2.7,Yes,0,No,5,0.7,200,4,1,3242,20,No,Yes,No,165669,10,Average
1719,637,Yes,0.8,Yes,2,No,28,0.6,194,4,6,2725,7,No,No,No,1392120,150,Average
1720,833,Yes,0.6,Yes,0,Yes,27,0.3,145,4,2,586,19,Yes,No,Yes,837210,152,Very Low
1721,1248,No,2.4,No,6,Yes,9,0.4,89,3,8,2454,13,Yes,Yes,No,119706,72,Average
1722,1174,Yes,0.9,No,7,No,30,1,147,4,20,804,16,No,Yes,Yes,925536,238,Very Low
1723,1831,Yes,2.3,No,3,Yes,44,0.2,148,7,14,2460,18,Yes,No,No,486381,50,Average
1724,1002,No,2.6,Yes,7,No,27,0.1,146,1,10,1295,17,Yes,No,Yes,127765,270,Very Low
1725,1010,Yes,2,Yes,2,Yes,8,0.9,139,5,3,2625,12,Yes,Yes,No,523479,165,Average
1726,1117,Yes,0.5,Yes,2,No,21,0.1,177,2,19,1999,2,Yes,No,Yes,512325,135,Low
1727,990,Yes,2.7,Yes,3,No,15,0.9,153,2,7,2698,6,Yes,No,No,2517122,88,Average
1728,1564,No,1.4,No,5,Yes,26,0.1,129,6,16,3742,13,Yes,Yes,No,130455,39,High
1729,1065,No,2.8,Yes,0,Yes,21,0.1,158,5,3,1193,20,Yes,No,Yes,1308720,208,Low
1730,1982,No,1.1,No,12,No,24,0.1,129,7,16,3511,15,Yes,Yes,Yes,1430972,224,High
1731,1607,No,1.1,Yes,6,Yes,20,1,192,2,8,885,14,Yes,Yes,No,779880,11,Very Low
1732,1066,No,3,Yes,6,Yes,5,0.5,167,5,7,1044,11,Yes,No,No,79712,56,Very Low
1733,681,No,0.5,Yes,12,Yes,17,0.9,194,5,19,2548,5,Yes,No,Yes,631442,6,Average
1734,1163,Yes,2.1,Yes,0,Yes,19,0.9,132,2,1,2940,15,Yes,No,Yes,595504,0,Average
1735,1285,No,0.8,Yes,4,Yes,11,0.8,199,5,7,3966,2,Yes,Yes,Yes,3395736,255,High
1736,753,Yes,0.5,No,11,Yes,48,0.1,121,8,20,3484,16,Yes,No,No,797496,110,High
1737,1779,Yes,2.6,Yes,2,No,5,0.8,90,1,3,1246,20,No,Yes,No,2103325,24,Low
1738,987,Yes,1.9,No,4,Yes,52,0.5,83,3,8,2757,15,Yes,Yes,No,308384,204,Average
1739,511,No,0.9,Yes,15,Yes,24,0.6,136,3,18,2378,4,Yes,No,No,463888,54,Low
1740,1044,No,1.8,No,4,Yes,12,0.7,104,6,5,1794,19,Yes,Yes,Yes,1553490,126,Low
1741,1855,No,0.5,No,5,No,32,0.6,187,8,18,3933,7,Yes,No,Yes,309987,0,High
1742,946,Yes,1.4,No,9,No,26,0.1,186,6,10,1637,6,Yes,No,Yes,243243,21,Very Low
1743,657,Yes,1.9,Yes,2,No,21,0.1,110,8,8,783,11,Yes,Yes,No,1343025,6,Very Low
1744,1673,Yes,1.6,No,2,No,42,0.5,182,5,6,3094,20,No,No,No,145306,48,Average
1745,731,Yes,0.5,Yes,0,Yes,28,0.5,130,8,0,1774,10,Yes,No,No,437568,96,Low
1746,926,Yes,0.8,No,6,Yes,59,0.8,161,7,14,256,2,Yes,No,Yes,66612,126,Very Low
1747,1261,No,0.5,No,3,Yes,52,0.3,86,2,9,1365,16,Yes,No,Yes,864545,27,Low
1748,618,No,1.1,No,11,Yes,45,0.2,188,3,20,2339,10,Yes,Yes,No,1863550,38,Average
1749,936,Yes,2.3,No,5,Yes,57,0.2,129,2,6,2049,5,Yes,Yes,No,616266,96,Low
1750,1485,Yes,0.9,Yes,0,Yes,28,0.8,158,5,1,3241,11,Yes,Yes,No,379533,154,High
1751,1339,Yes,0.5,Yes,10,Yes,21,0.5,80,4,11,867,3,Yes,Yes,No,1200353,24,Very Low
1752,508,Yes,1.3,No,1,No,50,0.7,82,5,9,2175,14,No,No,Yes,121890,56,Low
1753,1938,Yes,0.5,Yes,5,No,44,0.5,121,2,9,3497,18,No,Yes,No,2513565,180,High
1754,995,No,1.3,Yes,1,No,10,0.1,104,4,3,609,5,Yes,No,Yes,487362,33,Very Low
1755,1086,Yes,1.7,Yes,0,Yes,43,0.2,111,6,1,3285,17,Yes,Yes,No,64400,55,Average
1756,1322,No,2.3,Yes,1,Yes,35,0.1,157,1,3,3684,6,Yes,No,No,313644,120,High
1757,1864,No,1.9,Yes,2,No,57,0.1,181,6,6,3586,8,No,No,Yes,2293247,171,High
1758,1944,Yes,0.5,No,1,Yes,26,0.5,92,4,9,2322,7,Yes,No,Yes,222856,152,Average
1759,581,No,0.6,No,5,Yes,56,0.2,180,2,10,354,13,Yes,Yes,Yes,295495,40,Very Low
1760,1020,Yes,0.7,Yes,3,Yes,27,0.7,128,4,4,3204,9,Yes,No,Yes,1361958,18,High
1761,1936,No,1.3,No,2,No,44,0.1,139,3,3,1400,3,No,No,Yes,581970,119,Low
1762,1329,Yes,1.7,No,5,Yes,23,0.6,198,8,6,2308,9,Yes,Yes,No,259160,110,Low
1763,808,Yes,0.5,Yes,3,No,46,0.5,105,8,15,1082,10,Yes,No,Yes,62951,75,Very Low
1764,994,No,1.2,Yes,4,No,40,0.9,164,2,17,3104,11,No,No,No,248344,119,Average
1765,1811,Yes,2,No,3,Yes,22,0.2,82,2,8,2847,4,Yes,No,Yes,219812,18,Average
1766,765,Yes,2.5,No,3,No,44,0.3,88,8,11,2256,19,No,Yes,Yes,2524764,6,Average
1767,993,Yes,2.3,Yes,0,No,16,0.4,106,7,13,1113,6,No,No,Yes,694936,14,Very Low
1768,1136,Yes,1.6,No,15,No,32,0.5,150,6,19,3210,8,Yes,Yes,Yes,989830,30,High
1769,719,Yes,0.5,Yes,0,Yes,23,0.4,113,6,9,3990,12,Yes,Yes,Yes,744337,126,High
1770,733,Yes,0.6,Yes,0,No,63,0.3,105,7,10,984,9,Yes,No,Yes,1652050,68,Very Low
1771,1946,No,2.7,Yes,8,No,8,0.3,123,8,19,3117,2,Yes,No,No,1196303,0,High
1772,1230,Yes,1.6,No,0,Yes,48,0.7,111,7,2,1622,16,Yes,Yes,Yes,3847480,306,Average
1773,1577,No,1,Yes,0,Yes,64,0.1,105,3,7,2967,7,Yes,Yes,Yes,166112,21,High
1774,1514,Yes,1.4,No,3,Yes,12,0.6,138,3,4,1037,15,Yes,No,Yes,164628,45,Very Low
1775,579,Yes,2.5,No,3,No,7,1,89,8,10,2908,11,No,No,Yes,1225736,48,Average
1776,574,Yes,3,No,1,Yes,30,0.9,126,2,3,1167,19,Yes,No,No,125396,15,Very Low
1777,1072,Yes,2.2,Yes,6,No,19,0.4,114,8,16,2715,16,No,Yes,No,333260,135,Average
1778,843,No,1.3,Yes,1,No,16,0.9,119,7,4,1734,14,No,No,Yes,434076,136,Low
1779,1492,Yes,1.5,No,5,No,11,0.9,85,3,7,2259,19,No,Yes,Yes,2940264,168,High
1780,1807,Yes,2.9,No,0,No,16,0.2,125,3,0,2921,17,No,Yes,No,1727715,40,High
1781,909,Yes,0.7,Yes,7,No,47,0.1,146,3,9,1244,16,No,Yes,No,673630,140,Very Low
1782,1876,No,1.3,Yes,9,Yes,64,1,98,3,19,3132,2,Yes,Yes,Yes,726600,0,High
1783,1436,Yes,2.4,Yes,3,Yes,23,0.3,106,5,4,2488,8,Yes,No,No,266679,32,Average
1784,1251,No,0.5,Yes,10,Yes,29,0.7,133,6,16,1052,11,Yes,No,No,182028,99,Very Low
1785,636,No,0.5,No,8,Yes,28,0.9,152,2,15,2927,3,Yes,No,No,109816,90,Average
1786,1354,Yes,0.7,Yes,3,Yes,26,0.5,136,4,6,2090,13,Yes,Yes,No,272646,5,Low
1787,930,Yes,0.5,Yes,3,Yes,34,0.5,190,4,16,2131,6,Yes,No,Yes,1812300,14,Average
1788,1830,Yes,1,No,7,Yes,47,0.3,117,1,11,3362,11,Yes,No,No,2241462,130,High
1789,1424,No,0.5,Yes,16,Yes,23,0.6,80,4,18,1053,16,Yes,Yes,Yes,2326537,154,Low
1790,583,Yes,0.9,Yes,1,No,51,0.9,88,8,2,1799,7,No,Yes,No,2974452,144,Low
1791,648,Yes,0.5,Yes,9,Yes,54,0.4,109,5,20,3124,13,Yes,No,No,2095001,0,High
1792,1203,Yes,0.5,Yes,0,Yes,11,0.9,109,2,12,1672,19,Yes,Yes,No,17850,221,Very Low
1793,1777,No,2.2,Yes,0,No,15,0.2,100,4,7,1552,10,Yes,Yes,No,483322,80,Low
1794,1299,Yes,2.8,Yes,0,No,64,0.5,83,6,6,1938,5,Yes,No,Yes,41768,152,Low
1795,1494,No,1.9,No,2,Yes,47,0.4,129,2,9,3202,14,Yes,No,No,243639,13,High
1796,527,No,0.7,Yes,4,No,53,0.9,128,1,11,1302,13,No,No,No,128908,91,Very Low
1797,793,Yes,2.8,Yes,1,Yes,64,0.4,179,4,2,2296,5,Yes,Yes,No,822908,0,Low
1798,873,Yes,0.5,Yes,6,No,8,0.6,152,7,9,575,7,Yes,No,Yes,1773627,120,Very Low
1799,722,No,1.1,No,12,No,12,1,93,6,20,2359,3,No,No,No,189198,78,Low
1800,1250,Yes,1.5,No,14,Yes,20,0.4,167,5,18,3314,6,Yes,Yes,Yes,11220,30,Average
1801,1358,No,1.7,No,0,No,60,0.6,147,3,1,440,13,Yes,No,No,1453515,140,Very Low
1802,1035,Yes,1.9,Yes,8,No,11,1,173,6,10,2002,5,Yes,Yes,No,1420179,136,Low
1803,1289,No,0.8,Yes,3,Yes,16,0.9,161,6,17,3167,20,Yes,Yes,No,1321902,112,High
1804,1445,No,2.2,Yes,2,No,37,0.4,82,2,6,3480,17,Yes,Yes,Yes,734111,272,High
1805,1702,Yes,2.3,Yes,12,Yes,47,0.6,107,2,19,595,19,Yes,No,Yes,2109612,0,Low
1806,534,No,0.5,Yes,4,No,2,0.2,85,5,16,2466,18,No,Yes,Yes,1111420,15,Average
1807,628,Yes,1.8,No,5,No,60,0.2,87,6,6,1337,14,No,Yes,No,1606098,84,Low
1808,713,No,1.4,Yes,4,No,53,0.8,98,1,17,1462,13,Yes,No,Yes,181671,342,Very Low
1809,1207,No,0.5,No,0,No,58,0.3,112,8,0,503,5,Yes,Yes,No,276486,21,Very Low
1810,683,Yes,2.1,No,7,No,30,0.1,197,7,8,2066,15,No,No,No,1052145,0,Low
1811,594,Yes,2.6,No,1,No,27,0.1,196,5,2,708,17,No,Yes,Yes,214896,85,Very Low
1812,537,Yes,2,No,1,Yes,55,0.3,103,7,2,2029,12,Yes,Yes,Yes,1488630,50,Low
1813,1565,Yes,0.5,No,0,No,38,0.1,121,5,1,308,7,Yes,Yes,Yes,1065284,323,Very Low
1814,1052,No,0.9,No,1,No,6,0.8,195,4,16,552,11,No,No,Yes,2190249,6,Very Low
1815,713,No,1.6,No,4,Yes,63,0.7,89,2,8,2082,12,Yes,No,No,181280,150,Low
1816,1766,Yes,0.5,Yes,1,No,16,0.6,141,5,7,3314,17,No,No,Yes,153375,63,High
1817,584,Yes,1.7,Yes,1,Yes,19,0.4,199,4,4,3996,17,Yes,Yes,Yes,1234217,108,High
1818,1541,Yes,1.5,Yes,6,Yes,5,0.5,109,4,10,1795,4,Yes,Yes,Yes,887616,21,Low
1819,837,No,2.4,Yes,1,No,51,0.2,104,5,15,594,20,Yes,No,Yes,1168178,96,Very Low
1820,935,Yes,0.5,Yes,3,Yes,58,0.1,155,5,12,2473,9,Yes,No,Yes,694593,40,Average
1821,665,Yes,0.7,No,0,Yes,31,0.1,185,5,2,690,15,Yes,No,No,894784,10,Very Low
1822,680,Yes,2.4,No,13,Yes,34,0.4,157,2,17,3845,4,Yes,Yes,Yes,972748,15,High
1823,877,No,1.5,Yes,0,Yes,17,0.1,195,7,0,2004,9,Yes,Yes,Yes,2112040,88,Low
1824,1493,No,1.5,Yes,13,No,53,0.5,102,5,16,2083,20,No,Yes,Yes,339360,285,Average
1825,1762,No,0.6,No,3,Yes,26,0.1,83,6,14,2661,4,Yes,Yes,No,369600,63,Average
1826,842,Yes,1.8,Yes,4,No,57,1,124,3,10,1903,14,No,Yes,No,254040,32,Low
1827,925,Yes,2.1,No,9,No,56,0.2,196,1,14,2466,5,Yes,No,No,1918240,0,Average
1828,1692,No,2.1,No,4,Yes,2,0.9,106,1,17,3779,7,Yes,Yes,Yes,3615696,27,High
1829,1576,Yes,2.2,No,8,No,5,0.7,139,3,17,3904,7,Yes,Yes,Yes,203562,5,High
1830,1065,No,1.7,Yes,4,Yes,48,0.3,162,6,8,265,12,Yes,No,No,2314224,0,Very Low
1831,958,Yes,1.6,No,9,Yes,60,0.4,200,1,12,1417,19,Yes,No,Yes,548230,40,Very Low
1832,623,Yes,0.8,No,6,Yes,26,0.3,197,7,12,1769,16,Yes,No,No,599192,10,Low
1833,897,No,1.4,Yes,1,No,17,0.4,171,1,2,2948,5,No,No,Yes,1013044,36,Average
1834,1110,No,1.5,No,4,Yes,41,0.1,152,3,16,2572,16,Yes,No,Yes,1164000,80,Average
1835,616,Yes,2.2,No,3,Yes,21,0.8,150,7,4,3267,19,Yes,No,No,178011,153,Average
1836,1680,Yes,1.2,Yes,6,Yes,37,0.7,168,4,7,1459,2,Yes,Yes,No,835849,45,Low
1837,1715,No,1.3,No,0,Yes,12,0.3,94,8,6,1633,5,Yes,Yes,Yes,2051424,150,Average
1838,983,No,0.6,Yes,0,Yes,45,0.1,130,4,11,2052,6,Yes,No,Yes,1142340,15,Low
1839,720,Yes,0.9,Yes,12,Yes,14,0.8,165,4,14,1086,3,Yes,Yes,No,451644,98,Very Low
1840,1660,No,0.6,No,2,Yes,24,0.8,169,2,3,2402,14,Yes,Yes,Yes,396271,120,Average
1841,1564,No,1.5,Yes,1,No,42,0.7,108,2,2,3376,7,No,Yes,No,3176478,0,High
1842,592,No,0.8,Yes,1,No,52,0.9,103,7,10,1507,4,No,No,Yes,322040,0,Very Low
1843,969,No,1.8,Yes,2,Yes,44,0.6,158,3,7,641,8,Yes,No,Yes,151803,9,Very Low
1844,1356,Yes,0.5,Yes,0,No,35,0.8,131,1,19,3451,17,Yes,Yes,Yes,743682,10,High
1845,504,Yes,1,No,8,No,14,0.5,189,7,9,1607,10,Yes,Yes,Yes,994649,0,Very Low
1846,1546,Yes,0.5,Yes,3,Yes,6,0.2,101,1,4,3521,9,Yes,No,No,119847,165,High
1847,689,No,2.9,Yes,3,Yes,7,0.8,147,2,6,1241,16,Yes,No,No,351614,0,Very Low
1848,1685,No,0.6,No,14,No,16,0.6,137,7,15,881,17,No,Yes,Yes,171480,18,Very Low
1849,1792,Yes,1,No,3,Yes,62,0.3,170,7,8,2563,15,Yes,No,Yes,3110538,252,High
1850,1786,No,1.2,No,11,No,61,0.1,123,3,14,3033,17,No,Yes,No,64010,154,High
1851,1944,No,0.6,Yes,9,Yes,59,0.2,132,7,10,769,3,Yes,No,Yes,684086,247,Very Low
1852,1077,Yes,2.5,No,13,Yes,49,0.6,131,4,14,3454,2,Yes,No,Yes,360386,187,High
1853,648,Yes,1.8,No,1,Yes,60,0.1,195,4,4,819,4,Yes,No,No,1686041,30,Very Low
1854,1702,Yes,0.5,Yes,8,No,2,0.6,185,6,19,435,3,No,Yes,Yes,1244271,108,Very Low
1855,1571,No,2.9,No,1,No,30,0.9,150,7,3,586,4,No,Yes,Yes,769580,90,Very Low
1856,856,Yes,1.1,Yes,14,Yes,19,0.7,125,6,19,650,10,Yes,No,Yes,2041067,0,Very Low
1857,1786,No,2.6,No,6,No,14,1,115,4,15,3038,14,Yes,No,No,561792,0,High
1858,914,Yes,0.7,No,1,Yes,60,0.9,198,5,4,3736,5,Yes,No,No,621600,112,High
1859,1615,Yes,2.8,No,3,No,9,0.9,117,1,13,2948,3,Yes,Yes,No,367476,24,Average
1860,649,Yes,1.4,No,4,Yes,19,0.8,190,7,12,739,2,Yes,Yes,No,533544,18,Very Low
1861,1646,No,2.5,No,3,Yes,25,0.6,200,2,5,686,11,Yes,Yes,No,339288,48,Very Low
1862,1189,Yes,1.9,No,5,No,7,0.5,164,2,20,841,11,No,Yes,No,48585,130,Very Low
1863,1043,No,2.7,No,3,No,29,0.2,83,8,17,1183,8,Yes,No,No,792091,15,Very Low
1864,1920,No,0.6,Yes,3,Yes,19,0.5,131,3,8,3943,4,Yes,Yes,No,771840,0,High
1865,1220,Yes,2.8,No,1,No,54,0.7,109,7,20,1037,15,Yes,No,No,478367,24,Very Low
1866,1748,Yes,0.5,Yes,11,Yes,53,0.5,114,4,20,2633,9,Yes,No,No,796262,0,Average
1867,907,Yes,2.6,Yes,7,No,44,0.2,160,3,12,3911,8,No,No,No,129024,78,High
1868,1193,Yes,2.3,No,7,No,20,1,158,7,13,1958,2,Yes,No,No,2745568,35,Average
1869,1766,Yes,0.5,Yes,1,Yes,22,0.8,122,8,4,3297,16,Yes,No,No,383538,35,High
1870,1278,Yes,1,No,7,Yes,24,0.8,170,3,16,3141,11,Yes,Yes,Yes,2399800,12,High
1871,1234,No,1.7,Yes,8,No,17,0.9,174,6,15,3351,19,No,No,Yes,151525,108,Average
1872,1961,Yes,1.5,No,10,No,55,0.5,100,7,20,2355,6,Yes,Yes,Yes,1625568,98,High
1873,1745,No,2.9,No,0,Yes,3,0.9,105,3,0,1308,2,Yes,Yes,No,693954,0,Low
1874,1442,No,0.6,Yes,1,No,27,0.4,127,5,8,991,7,Yes,No,No,170772,112,Very Low
1875,1083,Yes,2.9,Yes,1,Yes,39,1,173,8,2,3248,6,Yes,No,Yes,283466,48,Average
1876,868,Yes,0.9,No,5,No,5,0.4,137,4,7,1519,2,No,No,Yes,52440,0,Very Low
1877,864,No,1.6,Yes,0,Yes,53,0.3,88,6,1,493,10,Yes,Yes,No,376232,162,Very Low
1878,1142,Yes,1.2,No,0,No,2,0.6,114,6,0,1747,14,No,Yes,No,479087,0,Low
1879,608,Yes,0.5,Yes,0,No,64,0.9,94,4,0,2517,7,Yes,Yes,Yes,5404,128,Low
1880,983,No,1.8,No,0,Yes,53,0.9,187,1,4,1389,8,Yes,Yes,Yes,1177176,136,Low
1881,1720,No,1.6,No,18,Yes,2,0.8,188,5,20,2522,2,Yes,No,Yes,299264,50,Average
1882,1802,Yes,1.2,Yes,8,No,27,0.5,116,5,16,1885,7,Yes,Yes,No,436239,90,Average
1883,591,No,2.1,Yes,18,Yes,16,0.5,196,7,20,704,4,Yes,Yes,Yes,1643152,70,Very Low
1884,1205,Yes,2.7,No,5,No,10,0.1,163,6,10,953,20,No,Yes,Yes,600270,198,Very Low
1885,1369,Yes,1.7,Yes,3,No,28,0.6,108,1,18,3206,4,No,No,No,2131519,240,High
1886,713,No,0.9,Yes,0,No,42,0.1,94,1,14,928,9,No,No,Yes,1176904,120,Very Low
1887,1082,No,2.3,Yes,11,No,2,1,101,4,20,2177,17,No,Yes,No,288152,24,Low
1888,1719,Yes,2.1,Yes,0,No,52,0.1,187,3,1,2610,11,Yes,Yes,Yes,216840,10,Average
1889,1544,No,2.4,No,18,Yes,12,0.1,186,7,20,489,2,Yes,No,Yes,396680,36,Very Low
1890,1090,Yes,2.3,No,1,Yes,8,0.6,128,8,8,3839,11,Yes,No,Yes,2032390,51,High
1891,1991,No,2.8,No,3,Yes,15,0.1,181,1,13,1861,17,Yes,Yes,Yes,309026,40,Low
1892,1367,No,2.9,No,4,No,56,0.8,176,2,6,299,10,No,Yes,No,23112,12,Very Low
1893,1179,Yes,0.5,No,7,Yes,32,0.3,182,2,12,340,16,Yes,No,No,123335,80,Very Low
1894,721,Yes,2.7,Yes,1,Yes,15,0.2,102,5,18,3606,5,Yes,Yes,Yes,822025,0,High
1895,1549,Yes,1.8,Yes,0,No,62,0.7,91,4,4,799,9,Yes,No,Yes,165330,21,Very Low
1896,1349,Yes,2.1,Yes,3,No,46,0.9,134,6,12,2367,10,Yes,No,Yes,132076,77,Low
1897,1799,No,1,No,1,Yes,30,0.6,123,3,9,445,10,Yes,Yes,No,855162,80,Very Low
1898,1075,No,0.5,Yes,2,No,11,0.2,122,1,16,3927,7,Yes,No,No,479399,24,High
1899,684,Yes,0.9,Yes,3,Yes,63,1,157,5,9,3756,12,Yes,Yes,Yes,276342,85,High
1900,1837,No,0.5,No,9,No,36,0.9,162,4,20,770,15,No,No,Yes,685392,14,Very Low
1901,1619,Yes,1.9,No,2,Yes,21,0.4,138,1,9,1641,13,Yes,No,No,25852,14,Low
1902,965,Yes,1.4,No,1,No,13,0.9,197,8,2,2343,15,Yes,No,No,822375,204,Average
1903,730,No,1.5,No,9,No,9,0.7,122,4,15,2787,7,Yes,No,Yes,2299167,80,Average
1904,1361,Yes,1.4,No,1,No,47,1,169,5,2,2495,16,No,No,Yes,1217542,56,Average
1905,1494,No,1.6,No,3,Yes,45,0.8,158,5,4,3208,4,Yes,No,No,354710,99,High
1906,1027,Yes,0.8,No,7,No,18,1,146,7,11,1234,14,Yes,No,Yes,180492,28,Very Low
1907,1807,No,0.8,Yes,0,Yes,38,0.2,97,8,0,1069,7,Yes,No,No,2416248,42,Low
1908,709,No,2.4,Yes,1,No,11,0.1,130,5,11,3568,3,No,No,Yes,182189,224,High
1909,689,No,1.4,No,2,No,45,0.5,103,5,11,3585,10,Yes,No,No,210688,10,High
1910,955,Yes,0.5,No,2,No,2,0.6,155,4,10,1974,18,Yes,Yes,No,536712,14,Low
1911,1872,Yes,1.9,No,5,No,35,0.6,111,3,14,2419,19,No,No,No,2904934,75,High
1912,1259,No,1.2,Yes,0,No,13,0.5,97,2,0,340,4,Yes,No,Yes,2406690,221,Very Low
1913,695,No,1.2,No,1,Yes,41,0.4,169,8,8,2282,17,Yes,Yes,No,955479,10,Low
1914,1969,No,1.2,Yes,9,No,63,0.2,132,4,11,298,10,Yes,Yes,No,294840,10,Very Low
1915,759,No,2.5,No,3,Yes,39,0.3,162,2,8,968,2,Yes,No,No,144870,12,Very Low
1916,936,No,1,No,1,No,18,0.2,153,3,18,2391,3,Yes,Yes,Yes,2242380,72,Average
1917,1176,Yes,2.1,No,2,Yes,62,0.5,168,2,10,1534,17,Yes,No,No,980670,12,Low
1918,1802,No,2.7,Yes,0,Yes,10,0.6,101,7,9,696,3,Yes,Yes,No,149270,98,Very Low
1919,772,No,1,Yes,0,Yes,23,0.6,97,7,11,2782,17,Yes,No,No,572185,0,Average
1920,1318,Yes,2.4,No,1,Yes,45,0.1,136,2,7,755,9,Yes,No,Yes,120963,54,Very Low
1921,591,Yes,0.5,Yes,1,Yes,16,0.9,90,6,17,3746,5,Yes,Yes,No,1429876,0,High
1922,569,Yes,2.5,Yes,0,No,41,0.3,124,1,1,2651,4,No,No,No,234740,119,Low
1923,764,No,1,Yes,9,Yes,45,0.5,124,8,11,1341,12,Yes,No,No,28028,19,Very Low
1924,1056,Yes,2.1,Yes,8,Yes,37,0.7,101,3,11,2651,3,Yes,Yes,Yes,894806,75,Average
1925,1982,Yes,1.6,No,2,Yes,12,0.2,80,5,20,1824,14,Yes,Yes,Yes,170191,39,Low
1926,1830,Yes,0.5,No,5,No,14,0.8,160,6,6,1905,19,Yes,Yes,Yes,1045869,48,Average
1927,1122,No,0.5,No,0,Yes,40,0.3,156,7,14,1456,20,Yes,Yes,No,785025,27,Low
1928,1023,Yes,0.7,No,2,Yes,63,0.7,153,7,8,3155,7,Yes,Yes,Yes,728495,110,High
